/scratch/sdlab/john/nucmer_regen/assembly.fasta	/scratch/sdlab/john/nucmer_regen/reference.fasta
NUCMER
IDY]	[S1]	[E1]	[COV	[S2]	[E2]	[LEN	1]
scaffold28_size567115_pilon	346602	382563	chromosome_8	2749744	2785704	35962	35961
scaffold28_size567115_pilon	402317	405086	chromosome_8	2804898	2807669	2770	2772
scaffold28_size567115_pilon	405661	413675	chromosome_8	2807667	2815683	8015	8017
scaffold28_size567115_pilon	414366	469502	chromosome_8	2817087	2872249	55137	55163
scaffold28_size567115_pilon	474597	477446	chromosome_8	2874689	2877539	2850	2851
scaffold28_size567115_pilon	477969	486762	chromosome_8	2878096	2886897	8794	8802
scaffold28_size567115_pilon	492498	506729	chromosome_8	2890662	2904892	14232	14231
scaffold28_size567115_pilon	507831	522606	chromosome_8	2736467	2721696	14776	14772
scaffold22_size972611_pilon	26875	28167	chromosome_8	2633839	2635131	1293	1293
scaffold12_size3125078_pilon	64141	65220	chromosome_8	2736468	2737547	1080	1080
scaffold10_size3638799_pilon	1715309	1716311	chromosome_8	3150652	3151654	1003	1003
scaffold10_size3638799_pilon	2876483	2876592	chromosome_8	182556	182664	110	109
scaffold25_size733346_pilon	271261	271978	chromosome_8	207233	207919	718	687
scaffold25_size733346_pilon	273274	273960	chromosome_8	209215	209932	687	718
scaffold5_size6089379_pilon	2341631	2341706	chromosome_8	1718909	1718835	76	75
scaffold17_size1423078_pilon	695936	696618	chromosome_8	3065357	3066041	683	685
scaffold29_size338328_pilon	225347	225864	chromosome_8	2929647	2930164	518	518
scaffold21_size1110260_pilon	1002813	1008505	chromosome_8	4756654	4750962	5693	5693
scaffold31_size143183_pilon	1	9142	chromosome_8	3000609	3009760	9142	9152
scaffold31_size143183_pilon	10045	13386	chromosome_8	3009867	3013212	3342	3346
scaffold31_size143183_pilon	75062	75843	chromosome_8	3152343	3153127	782	785
scaffold31_size143183_pilon	132879	142792	chromosome_8	2931741	2941691	9914	9951
scaffold31_size143183_pilon	142792	143205	chromosome_8	2998729	2999142	414	414
scaffold39_size33480_pilon	23047	23456	chromosome_8	3066555	3066974	410	420
scaffold39_size33480_pilon	27608	31349	chromosome_8	3066976	3070807	3742	3832
scaffold9_size10157462_pilon	1923342	1923708	chromosome_9	668871	669222	367	352
scaffold9_size10157462_pilon	4178974	4183318	chromosome_9	1371460	1367116	4345	4345
scaffold9_size10157462_pilon	5991440	5991951	chromosome_9	5281442	5281955	512	514
scaffold9_size10157462_pilon	6036950	6039735	chromosome_9	5290385	5293171	2786	2787
scaffold9_size10157462_pilon	6059906	6060296	chromosome_9	5300322	5300712	391	391
scaffold9_size10157462_pilon	8702103	8702346	chromosome_9	313078	312835	244	244
scaffold1_size20154211_pilon	45861	46428	chromosome_9	5319492	5320059	568	568
scaffold1_size20154211_pilon	240947	242170	chromosome_9	7787735	7788958	1224	1224
scaffold1_size20154211_pilon	2381536	2387202	chromosome_9	3006263	3000597	5667	5667
scaffold1_size20154211_pilon	5404436	5404999	chromosome_9	3991919	3992450	564	532
scaffold1_size20154211_pilon	5406157	5406253	chromosome_9	3993577	3993673	97	97
scaffold1_size20154211_pilon	7295726	7298752	chromosome_9	5937873	5940904	3027	3032
scaffold1_size20154211_pilon	13368062	13369104	chromosome_9	7955384	7954346	1043	1039
scaffold1_size20154211_pilon	13391245	13534073	chromosome_9	7932749	7789881	142829	142869
scaffold1_size20154211_pilon	13557272	13775376	chromosome_9	7785950	7567591	218105	218360
scaffold1_size20154211_pilon	13775874	13901616	chromosome_9	7567592	7441839	125743	125754
scaffold1_size20154211_pilon	13902407	13957025	chromosome_9	7442262	7387641	54619	54622
scaffold1_size20154211_pilon	13958245	13966827	chromosome_9	7387538	7378821	8583	8718
scaffold1_size20154211_pilon	13970738	13971038	chromosome_9	7372335	7372034	301	302
scaffold1_size20154211_pilon	13971208	13986259	chromosome_9	7372034	7356979	15052	15056
scaffold1_size20154211_pilon	13986489	13989929	chromosome_9	7356769	7353330	3441	3440
scaffold1_size20154211_pilon	13990396	14026229	chromosome_9	7353362	7317511	35834	35852
scaffold1_size20154211_pilon	14026358	14054298	chromosome_9	7317410	7289469	27941	27942
scaffold1_size20154211_pilon	14058362	14058613	chromosome_9	7274194	7274446	252	253
scaffold1_size20154211_pilon	14069984	14070236	chromosome_9	7285819	7286070	253	252
scaffold1_size20154211_pilon	14122533	14181344	chromosome_9	7235507	7176676	58812	58832
scaffold1_size20154211_pilon	14181402	14325631	chromosome_9	7176106	7031855	144230	144252
scaffold1_size20154211_pilon	14393151	14500847	chromosome_9	6958660	6850956	107697	107705
scaffold1_size20154211_pilon	14500972	14512886	chromosome_9	6850955	6839060	11915	11896
scaffold1_size20154211_pilon	14512987	14524753	chromosome_9	6839059	6827290	11767	11770
scaffold1_size20154211_pilon	14524789	14525513	chromosome_9	6821837	6821113	725	725
scaffold1_size20154211_pilon	14555876	14616756	chromosome_9	6788518	6727764	60881	60755
scaffold1_size20154211_pilon	14616806	14639238	chromosome_9	6727537	6705096	22433	22442
scaffold1_size20154211_pilon	14642856	14693437	chromosome_9	6660992	6610402	50582	50591
scaffold1_size20154211_pilon	14693594	14743276	chromosome_9	6610301	6560642	49683	49660
scaffold1_size20154211_pilon	14743885	14744266	chromosome_9	6560161	6560541	382	381
scaffold1_size20154211_pilon	14744570	14766858	chromosome_9	6559984	6537699	22289	22286
scaffold1_size20154211_pilon	14766928	14768716	chromosome_9	6537598	6535810	1789	1789
scaffold1_size20154211_pilon	14770376	14787085	chromosome_9	6534692	6517978	16710	16715
scaffold1_size20154211_pilon	14787312	14830660	chromosome_9	6518063	6474702	43349	43362
scaffold1_size20154211_pilon	14830622	14866719	chromosome_9	6474601	6438491	36098	36111
scaffold1_size20154211_pilon	14868881	14876147	chromosome_9	6435772	6428504	7267	7269
scaffold1_size20154211_pilon	14876450	14890753	chromosome_9	6428403	6414083	14304	14321
scaffold1_size20154211_pilon	14893400	14907279	chromosome_9	6369292	6355407	13880	13886
scaffold1_size20154211_pilon	14907690	14911204	chromosome_9	6354567	6351053	3515	3515
scaffold1_size20154211_pilon	14913923	14956066	chromosome_9	6346883	6304723	42144	42161
scaffold1_size20154211_pilon	14956800	14974852	chromosome_9	6304754	6286702	18053	18053
scaffold1_size20154211_pilon	14989234	14990232	chromosome_9	6271756	6270755	999	1002
scaffold1_size20154211_pilon	14993667	14995389	chromosome_9	6267450	6265723	1723	1728
scaffold1_size20154211_pilon	14995397	15045899	chromosome_9	6265430	6214902	50503	50529
scaffold1_size20154211_pilon	15045909	15054302	chromosome_9	6214976	6206580	8394	8397
scaffold1_size20154211_pilon	15054778	15099405	chromosome_9	6206479	6161841	44628	44639
scaffold1_size20154211_pilon	15103134	15142829	chromosome_9	6157599	6117903	39696	39697
scaffold1_size20154211_pilon	15144690	15148180	chromosome_9	6116042	6112550	3491	3493
scaffold1_size20154211_pilon	15160507	15212210	chromosome_9	6095593	6043873	51704	51721
scaffold1_size20154211_pilon	15214489	15234519	chromosome_9	6043654	6023523	20031	20132
scaffold1_size20154211_pilon	15234793	15251201	chromosome_9	6021826	6005414	16409	16413
scaffold1_size20154211_pilon	15254079	15265761	chromosome_9	6003073	5991389	11683	11685
scaffold1_size20154211_pilon	15297005	15395060	chromosome_9	5934326	5836207	98056	98120
scaffold1_size20154211_pilon	15395133	15430201	chromosome_9	5836245	5801171	35069	35075
scaffold1_size20154211_pilon	15430297	15589465	chromosome_9	5801059	5641877	159169	159183
scaffold1_size20154211_pilon	15589467	15623339	chromosome_9	5641769	5607895	33873	33875
scaffold1_size20154211_pilon	15637378	15757751	chromosome_9	5595546	5475160	120374	120387
scaffold1_size20154211_pilon	15757882	15766686	chromosome_9	5475160	5466355	8805	8806
scaffold1_size20154211_pilon	15769063	15830217	chromosome_9	5462021	5400872	61155	61150
scaffold1_size20154211_pilon	15830216	15832047	chromosome_9	5391740	5389910	1832	1831
scaffold1_size20154211_pilon	15843427	15899935	chromosome_9	5380486	5324004	56509	56483
scaffold1_size20154211_pilon	15928681	15931666	chromosome_9	3422180	3425156	2986	2977
scaffold1_size20154211_pilon	15947815	16109412	chromosome_9	5271074	5109504	161598	161571
scaffold1_size20154211_pilon	16112099	16113884	chromosome_9	5077350	5079131	1786	1782
scaffold1_size20154211_pilon	16114082	16114741	chromosome_9	5068117	5068772	660	656
scaffold1_size20154211_pilon	16115232	16115750	chromosome_9	5067601	5068118	519	518
scaffold1_size20154211_pilon	16119056	16119340	chromosome_9	5079146	5079427	285	282
scaffold1_size20154211_pilon	16123320	16137712	chromosome_9	5100964	5086571	14393	14394
scaffold1_size20154211_pilon	16138953	16140738	chromosome_9	5107717	5109502	1786	1786
scaffold1_size20154211_pilon	16149366	16151981	chromosome_9	5077237	5074623	2616	2615
scaffold1_size20154211_pilon	16155225	16168894	chromosome_9	5067601	5053932	13670	13670
scaffold1_size20154211_pilon	16177362	16267182	chromosome_9	5053830	4963995	89821	89836
scaffold1_size20154211_pilon	16267189	16268732	chromosome_9	4963894	4962346	1544	1549
scaffold1_size20154211_pilon	16279418	16279498	chromosome_9	5600088	5600008	81	81
scaffold1_size20154211_pilon	16290172	16292993	chromosome_9	4907424	4904592	2822	2833
scaffold1_size20154211_pilon	16293002	16293918	chromosome_9	4904466	4903549	917	918
scaffold1_size20154211_pilon	16294227	16311662	chromosome_9	4903448	4885998	17436	17451
scaffold1_size20154211_pilon	16311833	16333859	chromosome_9	4886011	4863979	22027	22033
scaffold1_size20154211_pilon	16334432	16344921	chromosome_9	4863982	4853489	10490	10494
scaffold1_size20154211_pilon	16347182	16466011	chromosome_9	4853442	4734586	118830	118857
scaffold1_size20154211_pilon	16466573	16485593	chromosome_9	4734485	4715463	19021	19023
scaffold1_size20154211_pilon	16513801	16777432	chromosome_9	4687336	4423681	263632	263656
scaffold1_size20154211_pilon	16777443	16880333	chromosome_9	4423522	4320613	102891	102910
scaffold1_size20154211_pilon	16880363	17009323	chromosome_9	4320512	4191532	128961	128981
scaffold1_size20154211_pilon	17014988	17149470	chromosome_9	4191536	4057043	134483	134494
scaffold1_size20154211_pilon	17152974	17158903	chromosome_9	4055263	4049329	5930	5935
scaffold1_size20154211_pilon	17160843	17220148	chromosome_9	2645057	2585723	59306	59335
scaffold1_size20154211_pilon	17233549	17448835	chromosome_9	2583971	2368618	215287	215354
scaffold1_size20154211_pilon	17509351	17530525	chromosome_9	2365623	2344428	21175	21196
scaffold1_size20154211_pilon	17538862	17567186	chromosome_9	2317608	2289273	28325	28336
scaffold1_size20154211_pilon	17575266	17721175	chromosome_9	2278892	2132968	145910	145925
scaffold1_size20154211_pilon	17721978	17868154	chromosome_9	2132815	1986642	146177	146174
scaffold1_size20154211_pilon	17868294	17987725	chromosome_9	1986677	1867234	119432	119444
scaffold1_size20154211_pilon	17987901	17991420	chromosome_9	1867133	1863614	3520	3520
scaffold1_size20154211_pilon	17997082	18148216	chromosome_9	1863621	1712464	151135	151158
scaffold1_size20154211_pilon	18153278	18301510	chromosome_9	1712465	1564226	148233	148240
scaffold1_size20154211_pilon	18301641	18372361	chromosome_9	1563964	1493242	70721	70723
scaffold1_size20154211_pilon	18379505	18443596	chromosome_9	1489393	1425285	64092	64109
scaffold1_size20154211_pilon	18445276	18451088	chromosome_9	1425184	1419372	5813	5813
scaffold1_size20154211_pilon	18451088	18474760	chromosome_9	1418168	1394419	23673	23750
scaffold1_size20154211_pilon	18518453	18541939	chromosome_9	1367118	1343622	23487	23497
scaffold1_size20154211_pilon	18601476	18682906	chromosome_9	1290186	1208746	81431	81441
scaffold1_size20154211_pilon	18683171	18722762	chromosome_9	1208746	1169172	39592	39575
scaffold1_size20154211_pilon	18728368	18823158	chromosome_9	1169071	1074259	94791	94813
scaffold1_size20154211_pilon	18830320	18938286	chromosome_9	1072802	964907	107967	107896
scaffold1_size20154211_pilon	18938288	19007477	chromosome_9	963631	894435	69190	69197
scaffold1_size20154211_pilon	19007659	19112398	chromosome_9	894428	789652	104740	104777
scaffold1_size20154211_pilon	19113097	19168986	chromosome_9	789489	733596	55890	55894
scaffold1_size20154211_pilon	19169011	19197823	chromosome_9	733495	704674	28813	28822
scaffold1_size20154211_pilon	19252717	19403326	chromosome_9	649776	499123	150610	150654
scaffold1_size20154211_pilon	19402650	19527651	chromosome_9	499600	374563	125002	125038
scaffold1_size20154211_pilon	19527584	19555584	chromosome_9	374462	346462	28001	28001
scaffold1_size20154211_pilon	19829949	19832895	chromosome_9	308015	305070	2947	2946
scaffold1_size20154211_pilon	19833086	19863296	chromosome_9	304969	274754	30211	30216
scaffold1_size20154211_pilon	19863389	19866710	chromosome_9	273942	270619	3322	3324
scaffold1_size20154211_pilon	19866994	19884107	chromosome_9	270518	253241	17114	17278
scaffold1_size20154211_pilon	19888819	19925145	chromosome_9	246468	210125	36327	36344
scaffold1_size20154211_pilon	19926531	20000951	chromosome_9	210024	135592	74421	74433
scaffold1_size20154211_pilon	20001329	20009950	chromosome_9	135273	126651	8622	8623
scaffold1_size20154211_pilon	20009897	20020333	chromosome_9	126377	115946	10437	10432
scaffold1_size20154211_pilon	20023245	20077250	chromosome_9	115845	61848	54006	53998
scaffold1_size20154211_pilon	20100405	20134000	chromosome_9	38329	4727	33596	33603
scaffold1_size20154211_pilon	20134178	20138553	chromosome_9	4741	366	4376	4376
scaffold7_size5221019_pilon	869757	869842	chromosome_9	690168	690253	86	86
scaffold6_size7605625_pilon	1460533	1460987	chromosome_9	5298213	5298671	455	459
scaffold6_size7605625_pilon	1544313	1544903	chromosome_9	3384217	3384807	591	591
scaffold6_size7605625_pilon	2434779	2434869	chromosome_9	7288846	7288936	91	91
scaffold6_size7605625_pilon	5479031	5479189	chromosome_9	6117688	6117530	159	159
scaffold6_size7605625_pilon	5875343	5876444	chromosome_9	7953085	7954156	1102	1072
scaffold6_size7605625_pilon	7249199	7258330	chromosome_9	5391740	5400873	9132	9134
scaffold3_size8431429_pilon	903578	930002	chromosome_9	3123157	3149573	26425	26417
scaffold3_size8431429_pilon	930065	973513	chromosome_9	4049324	4005875	43449	43450
scaffold3_size8431429_pilon	975883	987778	chromosome_9	4005839	3993943	11896	11897
scaffold3_size8431429_pilon	1043340	1139643	chromosome_9	3942330	3846003	96304	96328
scaffold3_size8431429_pilon	1151002	1179244	chromosome_9	3834634	3806358	28243	28277
scaffold3_size8431429_pilon	1200555	1200661	chromosome_9	3782776	3782882	107	107
scaffold3_size8431429_pilon	1202202	1202430	chromosome_9	3783346	3783574	229	229
scaffold3_size8431429_pilon	1202525	1202631	chromosome_9	3784746	3784852	107	107
scaffold3_size8431429_pilon	1220722	1289798	chromosome_9	3768218	3699078	69077	69141
scaffold3_size8431429_pilon	1289862	1484507	chromosome_9	3699302	3504635	194646	194668
scaffold3_size8431429_pilon	1700428	1761367	chromosome_9	3288676	3227700	60940	60977
scaffold3_size8431429_pilon	1761365	1822614	chromosome_9	3227739	3166485	61250	61255
scaffold3_size8431429_pilon	1828270	1845127	chromosome_9	3166489	3149630	16858	16860
scaffold3_size8431429_pilon	1845309	1925468	chromosome_9	2645060	2725220	80160	80161
scaffold3_size8431429_pilon	1925465	2032297	chromosome_9	2726657	2833493	106833	106837
scaffold3_size8431429_pilon	2037954	2080387	chromosome_9	2833489	2875930	42434	42442
scaffold3_size8431429_pilon	2080359	2109745	chromosome_9	2876031	2905419	29387	29389
scaffold3_size8431429_pilon	2112408	2207486	chromosome_9	2905520	3000600	95079	95081
scaffold3_size8431429_pilon	2207483	2303137	chromosome_9	3006259	3101909	95655	95651
scaffold10_size3638799_pilon	1652367	1652683	chromosome_9	5293342	5293658	317	317
scaffold23_size895462_pilon	505988	506150	chromosome_9	5601498	5601336	163	163
scaffold2_size9099104_pilon	2037791	2037909	chromosome_9	1301529	1301647	119	119
scaffold2_size9099104_pilon	5875396	5881061	chromosome_9	7026190	7031855	5666	5666
scaffold2_size9099104_pilon	6950008	6951644	chromosome_9	5389419	5387782	1637	1638
scaffold26_size693267_pilon	692925	693395	chromosome_9	7955650	7956124	471	475
scaffold11_size3602915_pilon	2633316	2633482	chromosome_9	3839688	3839854	167	167
scaffold5_size6089379_pilon	3060411	3065722	chromosome_9	5300736	5306047	5312	5312
scaffold21_size1110260_pilon	214294	214381	chromosome_9	671817	671902	88	86
scaffold21_size1110260_pilon	862004	863130	chromosome_9	5299117	5300243	1127	1127
scaffold16_size2319712_pilon	177720	177969	chromosome_9	3399481	3399725	250	245
scaffold16_size2319712_pilon	1004042	1004649	chromosome_9	5382242	5382859	608	618
scaffold12_size3125078_pilon	55684	57113	chromosome_9	308013	309442	1430	1430
scaffold22_size972611_pilon	16562	19418	chromosome_9	320312	317442	2857	2871
scaffold22_size972611_pilon	24061	24861	chromosome_9	329866	329065	801	802
scaffold18_size1145888_pilon	36876	45407	chromosome_9	6702014	6693485	8532	8530
scaffold24_size867617_pilon	809148	809468	chromosome_9	135594	135274	321	321
scaffold31_size143183_pilon	17146	22146	chromosome_9	6095694	6100692	5001	4999
scaffold33_size214610_pilon	65106	65203	chromosome_9	1330349	1330446	98	98
scaffold33_size214610_pilon	125195	125886	chromosome_9	316694	317385	692	692
scaffold1_size20154211_pilon	19582001	19605503	scaffold_18	37326	60874	23503	23549
scaffold1_size20154211_pilon	19608953	19669900	scaffold_18	70648	131694	60948	61047
scaffold1_size20154211_pilon	19701441	19750563	scaffold_18	164903	214025	49123	49123
scaffold1_size20154211_pilon	19756222	19813825	scaffold_18	214022	271631	57604	57610
scaffold1_size20154211_pilon	19815215	19819448	scaffold_18	1	4217	4234	4217
scaffold2_size9099104_pilon	8256685	8256802	scaffold_18	37224	37109	118	116
scaffold16_size2319712_pilon	626196	642270	scaffold_19	219038	202967	16075	16072
scaffold16_size2319712_pilon	642420	660105	scaffold_19	202964	185274	17686	17691
scaffold16_size2319712_pilon	660167	729792	scaffold_19	185173	115562	69626	69612
scaffold16_size2319712_pilon	730621	753656	scaffold_19	114867	91835	23036	23033
scaffold16_size2319712_pilon	753950	785526	scaffold_19	91838	60230	31577	31609
scaffold16_size2319712_pilon	797314	797899	scaffold_19	53620	53035	586	586
scaffold16_size2319712_pilon	799831	812248	scaffold_19	51539	39120	12418	12420
scaffold16_size2319712_pilon	812353	818213	scaffold_19	38656	32795	5861	5862
